business_date,settlement_currency,transaction_currency,account_number,agent_name,legacy_id,tran_date,transaction_id,reference_id,product,tran_type,orig_cntry,rcv_cntry,tran_fx_rate,stlmt_fx_rate,fx_date,stlmt_fx_date,base_amt,base_stlmt_amt,fee_amt,fee_stlmt_amt,fx_rev_share_amt,fx_rev_share_stlmt_amt,comm_amt,cmsn_stlmt_amt,commission_type
2024-12-07,EUR,XOF,100931138,EQUINOXES VOYAGES SENEGAL SARL - DAKAR,841282,2024-12-07,2893750296,71379334,MT,REC,DEU,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-656679.0,-1001.1,5838.0,0.0,0.0,0.0,-1401.0,-2.14,mk
2024-12-07,EUR,XOF,100931138,EQUINOXES VOYAGES SENEGAL SARL - DAKAR,841282,2024-12-07,2893750296,71379334,MT,REC,DEU,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.21,mk
2024-12-07,EUR,XOF,100931138,EQUINOXES VOYAGES SENEGAL SARL - DAKAR,841282,2024-12-07,2893837600,79221696,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-100001.0,-152.45,4788.0,0.0,0.0,0.0,-1149.0,-1.75,mk
2024-12-07,EUR,XOF,100931138,EQUINOXES VOYAGES SENEGAL SARL - DAKAR,841282,2024-12-07,2893837600,79221696,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.18,mk
2024-12-07,EUR,XOF,100931138,EQUINOXES VOYAGES SENEGAL SARL - DAKAR,841282,2024-12-07,2893992947,97692994,MT,SEN,SEN,FRA,0.00152449,0.00152449,2024-07-12,2024-07-12,25750.0,39.26,3500.0,5.34,0.0,0.0,-840.0,-1.28,mk
2024-12-07,EUR,XOF,100931138,EQUINOXES VOYAGES SENEGAL SARL - DAKAR,841282,2024-12-07,2893992947,97692994,MT,SEN,SEN,FRA,0.00152449,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.13,mk
2024-12-07,EUR,XOF,100932791,SOULEYMANE DIALLO - DAKAR - MBAO EXTENSION,837555,2024-12-07,2893860367,84876135,MT,REC,QAT,SEN,165.1615043846,0.00152449,2024-07-12,2024-07-12,-76334.0,-116.37,4129.0,0.0,-508.0,-0.77,-991.0,-1.51,mk
2024-12-07,EUR,XOF,100932791,SOULEYMANE DIALLO - DAKAR - MBAO EXTENSION,837555,2024-12-07,2893860367,84876135,MT,REC,QAT,SEN,165.1615043846,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.15,mk
2024-12-07,EUR,XOF,100932791,SOULEYMANE DIALLO - DAKAR - MBAO EXTENSION,837555,2024-12-07,2893860367,84876135,MT,REC,QAT,SEN,165.1615043846,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.08,mk
2024-12-07,EUR,XOF,100932791,SOULEYMANE DIALLO - DAKAR - MBAO EXTENSION,837555,2024-12-07,2893923301,44798153,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-17219.0,-26.25,2460.0,0.0,0.0,0.0,-590.0,-0.9,mk
2024-12-07,EUR,XOF,100932791,SOULEYMANE DIALLO - DAKAR - MBAO EXTENSION,837555,2024-12-07,2893923301,44798153,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.09,mk
2024-12-07,EUR,XOF,100932811,SOULEYMANE DIALLO - DAKAR - MEDINA,837559,2024-12-07,2893776916,15249651,MT,REC,CAN,SEN,442.45578637892,0.00152449,2024-07-12,2024-07-12,-250278.0,-381.55,597.0,0.0,-2373.0,-3.62,-143.0,-0.22,mk
2024-12-07,EUR,XOF,100932811,SOULEYMANE DIALLO - DAKAR - MEDINA,837559,2024-12-07,2893776916,15249651,MT,REC,CAN,SEN,442.45578637892,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.02,mk
2024-12-07,EUR,XOF,100932811,SOULEYMANE DIALLO - DAKAR - MEDINA,837559,2024-12-07,2893776916,15249651,MT,REC,CAN,SEN,442.45578637892,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.36,mk
2024-12-07,EUR,XOF,101136397,DIALLO SOULEYMANE - #2 - DAKAR,984147,2024-12-07,2893846614,17223191,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-76091.0,-116.0,2624.0,0.0,0.0,0.0,-630.0,-0.96,mk
2024-12-07,EUR,XOF,101136397,DIALLO SOULEYMANE - #2 - DAKAR,984147,2024-12-07,2893846614,17223191,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.1,mk
2024-12-07,EUR,XOF,101136397,DIALLO SOULEYMANE - #2 - DAKAR,984147,2024-12-07,2893955402,70310061,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-4100.0,-6.25,2460.0,0.0,0.0,0.0,-590.0,-0.9,mk
2024-12-07,EUR,XOF,101136397,DIALLO SOULEYMANE - #2 - DAKAR,984147,2024-12-07,2893955402,70310061,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.09,mk
2024-12-07,EUR,XOF,101136399,DIALLO SOULEYMANE - #4 - DAKAR,984149,2024-12-07,2893521352,17516057,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,-130004.0,-198.19,5576.0,0.0,0.0,0.0,-1338.0,-2.04,mk
2024-12-07,EUR,XOF,101136399,DIALLO SOULEYMANE - #4 - DAKAR,984149,2024-12-07,2893521352,17516057,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.2,mk
2024-12-07,EUR,XOF,101136399,DIALLO SOULEYMANE - #4 - DAKAR,984149,2024-12-07,2893732342,49738262,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-30010.0,-45.75,1640.0,0.0,0.0,0.0,-394.0,-0.6,mk
2024-12-07,EUR,XOF,101136399,DIALLO SOULEYMANE - #4 - DAKAR,984149,2024-12-07,2893732342,49738262,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.06,mk
2024-12-07,EUR,XOF,101136399,DIALLO SOULEYMANE - #4 - DAKAR,984149,2024-12-07,2893780004,61880642,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-50017.0,-76.25,1968.0,0.0,0.0,0.0,-472.0,-0.72,mk
2024-12-07,EUR,XOF,101136399,DIALLO SOULEYMANE - #4 - DAKAR,984149,2024-12-07,2893780004,61880642,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.07,mk
2024-12-07,EUR,XOF,100932890,GAYE MBAYE FATOU - DAKAR,837578,2024-12-07,2893329674,44747961,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,-12004.0,-18.3,2460.0,0.0,0.0,0.0,-590.0,-0.9,mk
2024-12-07,EUR,XOF,100932890,GAYE MBAYE FATOU - DAKAR,837578,2024-12-07,2893329674,44747961,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.09,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893373783,30211457,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,-120001.0,-182.94,4788.0,0.0,0.0,0.0,-1149.0,-1.75,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893373783,30211457,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.18,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893572671,21098019,MT,REC,CAN,SEN,443.59916648759,0.00152449,2024-07-11,2024-07-12,-635967.0,-969.53,10150.0,0.0,-9725.0,-14.83,-2436.0,-3.71,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893572671,21098019,MT,REC,CAN,SEN,443.59916648759,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,973.0,1.48,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893572671,21098019,MT,REC,CAN,SEN,443.59916648759,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.37,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893624290,35974277,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,-131191.0,-200.0,1165.0,0.0,0.0,0.0,-280.0,-0.43,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893624290,35974277,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.04,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893753081,39137411,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-40000.0,-60.98,1099.0,0.0,0.0,0.0,-264.0,-0.4,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893753081,39137411,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.04,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893768882,80294562,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-647095.0,-986.49,6468.0,0.0,0.0,0.0,-1552.0,-2.37,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893768882,80294562,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.24,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893786418,89062285,MT,SEN,SEN,BEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,30000.0,45.73,500.0,0.76,0.0,0.0,-120.0,-0.18,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893786418,89062285,MT,SEN,SEN,BEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.02,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893792033,68037854,MT,REC,DEU,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-32798.0,-50.0,3936.0,0.0,0.0,0.0,-945.0,-1.44,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893792033,68037854,MT,REC,DEU,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.14,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893801382,64332005,MT,SEN,SEN,TUN,0.00514250342,0.00152449,2024-07-12,2024-07-12,500000.0,762.25,24000.0,36.59,-3000.0,-4.57,-5760.0,-8.78,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893801382,64332005,MT,SEN,SEN,TUN,0.00514250342,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.88,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893801382,64332005,MT,SEN,SEN,TUN,0.00514250342,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.46,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893809654,29485329,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-1000335.0,-1525.0,597.0,0.0,0.0,0.0,-143.0,-0.22,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893809654,29485329,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.02,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893810838,27125879,MT,REC,BEN,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-488200.0,-744.26,10000.0,0.0,0.0,0.0,-2400.0,-3.66,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893810838,27125879,MT,REC,BEN,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.37,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893816184,30904816,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-200001.0,-304.9,7019.0,0.0,0.0,0.0,-1685.0,-2.57,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893816184,30904816,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.26,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893864328,30197516,MT,REC,BEL,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-500003.0,-762.25,5182.0,0.0,0.0,0.0,-1244.0,-1.9,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893864328,30197516,MT,REC,BEL,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.19,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893898074,47133573,MT,REC,COD,SEN,602.62478104809,0.00152449,2024-07-12,2024-07-12,-30973.0,-47.22,2079.0,0.0,-521.0,-0.79,-499.0,-0.76,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893898074,47133573,MT,REC,COD,SEN,602.62478104809,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.08,mk
2024-12-07,EUR,XOF,100932912,FATOU SEMBENE - DAKAR,837585,2024-12-07,2893898074,47133573,MT,REC,COD,SEN,602.62478104809,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.08,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2892102004,31477013,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-08,2024-07-12,-728112.0,-1110.0,30174.0,0.0,0.0,0.0,-7242.0,-11.04,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2892102004,31477013,MT,REC,FRA,SEN,655.95707416907,0.00152449,2024-07-08,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,724.0,1.1,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893532384,89013187,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,-65596.0,-100.0,2952.0,0.0,0.0,0.0,-708.0,-1.08,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893532384,89013187,MT,REC,ESP,SEN,655.95707416907,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.11,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893538063,21731967,MT,REC,SAU,SEN,161.26685423821,0.00152449,2024-07-11,2024-07-12,-50098.0,-76.37,3165.0,0.0,-633.0,-0.97,-760.0,-1.16,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893538063,21731967,MT,REC,SAU,SEN,161.26685423821,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.12,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893538063,21731967,MT,REC,SAU,SEN,161.26685423821,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.1,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893609231,78004235,MT,REC,USA,SEN,604.84746350583,0.00152449,2024-07-11,2024-07-12,-24436.0,-37.25,2268.0,0.0,0.0,0.0,-544.0,-0.83,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893609231,78004235,MT,REC,USA,SEN,604.84746350583,0.00152449,2024-07-11,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.08,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893769082,16668723,MT,REC,DEU,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-196787.0,-300.0,6494.0,0.0,0.0,0.0,-1559.0,-2.38,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893769082,16668723,MT,REC,DEU,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.24,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893824977,84986213,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-10003.0,-15.25,1312.0,0.0,0.0,0.0,-315.0,-0.48,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893824977,84986213,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.05,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893907535,41476660,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-63628.0,-97.0,1968.0,0.0,0.0,0.0,-472.0,-0.72,mk
2024-12-07,EUR,XOF,101191872,SEMBENE FATOU - #1 - RUFISQUE,136578,2024-12-07,2893907535,41476660,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.07,mk
2024-12-07,EUR,XOF,101347661,SEMBENE FATOU RUFISQUE EST RUE THIONK,544488,2024-12-07,2893713232,66894464,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,-20000.0,-30.49,1640.0,0.0,0.0,0.0,-394.0,-0.6,mk
2024-12-07,EUR,XOF,101347661,SEMBENE FATOU RUFISQUE EST RUE THIONK,544488,2024-12-07,2893713232,66894464,MT,REC,ITA,SEN,655.95707416907,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.06,mk
2024-12-07,EUR,XOF,101156862,DIOUF AMADOU MACTAR - #1 - DAKAR,995483,2024-12-07,2893851705,70210113,MT,REC,CAN,SEN,442.45578637892,0.00152449,2024-07-12,2024-07-12,-39931.0,-60.87,1770.0,0.0,-611.0,-0.93,-425.0,-0.65,mk
2024-12-07,EUR,XOF,101156862,DIOUF AMADOU MACTAR - #1 - DAKAR,995483,2024-12-07,2893851705,70210113,MT,REC,CAN,SEN,442.45578637892,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.06,mk
2024-12-07,EUR,XOF,101156862,DIOUF AMADOU MACTAR - #1 - DAKAR,995483,2024-12-07,2893851705,70210113,MT,REC,CAN,SEN,442.45578637892,0.00152449,2024-07-12,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.09,mk
2024-12-07,EUR,XOF,101301902,BA ALGASSOUM - #1 - DAKAR,245777,2024-12-07,2892499009,31157116,MT,REC,SAU,SEN,161.60729419125,0.00152449,2024-07-09,2024-07-12,-190680.0,-290.69,3232.0,0.0,-2409.0,-3.67,-776.0,-1.18,mk
2024-12-07,EUR,XOF,101301902,BA ALGASSOUM - #1 - DAKAR,245777,2024-12-07,2892499009,31157116,MT,REC,SAU,SEN,161.60729419125,0.00152449,2024-07-09,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.12,mk
